Index,HIP,Vmag,X,Y,Tipo,Name
323,47193,4.28,1943.5500761007988,2008.4206466837609,Scientific,HD  81817
324,114131,4.28,2868.367978207016,210.12720368462905,Scientific,* tet Gru
325,85423,4.28,928.774586783756,415.2976172019248,Scientific,* d Oph
326,77055,4.29,1709.7080765529945,1842.126330837079,Scientific,* zet UMi
327,109139,4.29,2588.968888684771,593.1856982689804,Scientific,* iot Aqr
328,116631,4.29,2746.8544602977145,1409.7615991592763,Scientific,* iot And
329,111188,4.29,2720.105165474165,355.7571924760954,Scientific,* bet PsA
330,80894,4.29,571.2211172887968,660.8428317801533,Scientific,* phi Oph
331,11484,4.3,3902.0298591957862,1282.1329384903108,Scientific,* ksi02 Cet
332,4577,4.3,3592.607645312655,481.6796534239729,Scientific,* alf Scl
333,100027,4.3,1932.0579416893656,590.7973508901791,Scientific,* alf01 Cap
334,78990,4.31,431.8684387269357,618.3831008895047,Scientific,* ome02 Sco
335,75411,4.31,797.7118027061326,1531.5790264072175,Scientific,* mu.01 Boo
336,101847,4.31,2055.5978456649304,736.5633978997512,Scientific,* l Aql
337,84880,4.32,869.3346445312724,667.7892079408363,Scientific,* nu. Ser
338,16826,4.32,3143.7268291440837,1892.987845477141,Scientific,* psi Per
339,84405,4.33,847.2037126399026,470.5223834084029,Scientific,*  36 Oph
340,89826,4.33,1427.6231253778728,1265.522526417268,Scientific,* kap Lyr
341,107348,4.34,2407.389510424189,989.183267332452,Scientific,*   9 Peg
342,2912,4.34,3086.360518207345,1376.4509691394687,Scientific,* pi. And
343,111022,4.34,2455.9264641574828,1401.567991929522,Scientific,*   5 Lac
344,3031,4.34,3153.1096445153657,1325.0833382857795,Scientific,* eps And
345,92161,4.34,1457.1210683071467,1016.346415043908,Scientific,* 111 Her
346,85355,4.34,954.524886339216,900.994035225492,Scientific,* sig Oph
347,91971,4.34,1544.9395018422863,1266.5584802391568,Scientific,* zet01 Lyr
348,5542,4.34,2813.1416597759153,1662.2881886362302,Scientific,* tet Cas
349,14838,4.35,3840.678422181103,1573.7990721180402,Scientific,* del Ari
350,33449,4.35,2426.3108253250307,2254.4950360310336,Scientific,*  15 Lyn
351,107380,4.35,2446.3748599432865,335.0318387094306,Scientific,* iot PsA
352,85822,4.35,1949.361318038768,1870.980190824253,Scientific,* del UMi
353,94713,4.35,1684.0159026719082,1255.6524788841043,Scientific,* tet Lyr
354,16335,4.36,3148.848722444342,1877.9293665601124,Scientific,* sig Per
355,10324,4.36,3831.4418609954982,1248.0057431764158,Scientific,* ksi01 Cet
356,96468,4.36,1691.5104330317556,741.6445970910672,Scientific,* iot Aql
357,98412,4.37,1833.0469297716056,299.97322824627184,Scientific,* tet01 Sgr
358,88886,4.37,1272.709849478846,1080.093170845815,Scientific,* 102 Her
359,154,4.37,3262.5201419233895,788.8913797188501,Scientific,*  30 Psc
360,116231,4.38,3050.5873365841044,299.6208925756387,Scientific,* bet Scl
361,99255,4.38,1982.942859111335,1745.839759380056,Scientific,* kap Cep
362,115669,4.38,3066.6985825069473,545.4021390106992,Scientific,* b02 Aqr
363,84893,4.39,870.2026750989215,547.6573638256356,Scientific,* ksi Oph
364,105319,4.39,2257.802433218798,67.06135546466871,Scientific,* tet Ind
365,17884,4.39,2660.3504254549184,1956.6302365258257,Scientific,V* BE Cam
366,73620,4.39,174.17978313805963,1108.1091685253546,Scientific,* 110 Vir
